ADDRESS,LOCALITY,STATE,ZIP CODE,COUNTY,STREET,TYPE,PRICE,BEDS,BATHS,BUILD DATE,LOT SIZE,SQFT,FEES,VIEW COUNT,DAYS POSTED,DESCRIPTION
        E9915 Old Indiantown Rd      ,Munising,MI, 49862 ,Alger ,Old Indiantown Rd,Single-Family Home,$449900,4,4,1998,40.00,2800,,126,307,Stunning Home on 40 Acres within 5 miles of Munising!!! Four LARGE Bedrooms including a Master Suite on first floor that has an 8x12 walk in closet bath with jetted tub shower and a deck off bedroom. Main floor also has a formal foyer 1/2 bath and large utility room. Off the kitchen and living area you can walk out to the oversized deck that overlooks a wonderfully landscaped yard........Three more bedrooms on 2nd floor plus a den/office and a full bath. The basement has a plumbed 1/2 bath and potential for Sauna along with a large Family room and hot tub room with walk out to back yard patio. A circle drive to home is also landscaped. Drive to the back and there you will find an oversized Pole building that is finished  insulated and has a pellet stove for heat. Auxiliary heat for home is an outside Heatmore Boiler that will easily heat the entire home and hotwater!! This quality home has newer siding gutter system with rain saver new well pump 2 large septic tanks and much more - All new appliances new granite countertops in kitchen and master bath with new sinks and new quartz counter in the laundry room all in 2018!!              
        N2538 Pauquette Lake Rd      ,Munising,MI, 49862 ,Alger ,Pauquette Lake Rd,Single-Family Home,$59900,1,,,4.00,378,,156,530,Looking for a private setting on a lake away? This little camp sits on 4 acres with 420' lake frontage on Peacock/Paquette Lake. This rustic cottage would make a great hunting camp or family getaway. Open floor plan with enough space to set up beds and furniture to your liking with a pull down staircase to access loft to fit 2 twin size beds while you sleep under the stars with its skylight. Includes 2500 watt generator cute wood stove for heat sauna located at the end of a 2 track. Plenty of woods no neighbors calm and quiet picturesque scene.              
        N6498 Perch Lake Rd      ,Munising,MI, 49862 ,Alger ,Perch Lake Rd,Single-Family Home,$280000,2,2,1995,11.00,1920,,470,225,Welcome to Perch Lake. If you are looking for the perfect get away here is the house to buy. 11 acres 272' frontage tucked away on this beautiful private lake. The house was built in 1995 2 bedroom raised ranch with spectacular views. Open living room kitchen and dining area along with full bath and 2 bedrooms on the upper floor. Lower level has full family room (needs to be finished) with bathroom. Two car detached garage. Gazebo down near the Lake. Awesome fishing swimming kayaking and boating.              
        401 Prospect St      ,Munising,MI, 49862 ,Alger ,Prospect St,Multi-Family,$189000,,,1930,8712,2960,,92,30,This well maintained 4 plex has a full walk out basement with good rental income. Also includes a 1760 sq ft 3 bedroom 1 bath well maintained home. All on one floor for easy living. Home has been updated and enjoy the fire place. There is also a full walk out basement in home.              
        N3499 Rapid River Truc      ,Munising,MI, 49862 ,Alger ,Rapid River Truc,Single-Family Home,$68000,,,1989,40.00,400,,90,332,Well maintained Turn key camp located 1/4 mile off a year round public road. Property is mostly high with mixed conifers and poplars. 3 sides bordered by Hiawatha National Forest. Ideal for hunting nearby fishing and trail riding. Gas lights. Camp is wired for electricity but generator is required. Water is pumped from the outside and the kitchen sink is plumbed out.              
        N7840 Ridge Rd      ,Munising,MI, 49862 ,Alger ,Ridge Rd,Single-Family Home,$343000,4,2,2003,19.00,2719,,818,252,ONE OF KIND VIEW OF LAKE SUPERIOR!!!!!!! 3-4 bedroom home with attached garage sitting up high on a 19 acre parcel with a beautiful view of Lake Superior and Grand Island National Recreation area 100 feet below and abundance of apple trees. This home features a large family room and loft (which could be the 4th bedroom) which has cathedral ceilings tongue and groove white pine paneling and a second full kitchen. Relax out on the screened in porch. The main level includes large kitchen with dining area pantry sitting room main laundry room office and a small library. The second level includes a master bedroom with walk in closet 2 additional bedrooms and full bath. Store all your ?toys? in the 40 x 60 insulated stick built out building that has power and heated by a 110000 natural gas btu furnace. There is also an older shed and a small stone building perfect for a sauna - This property has a tremendous amount of potential. It is zoned commercial with lots of room. The opportunities are limitless. Additional adjoining surveyed 40 acre parcel available which is perked for septic and a road with utilities installed underground. Additional information 10x24 dining area is a combination of dining/sitting room. There are 2 refrigerators 2 washers and the outbuildings are a shed plus a 40x60 stick built garage the home is plumbed for a outdoor wood boiler; screened in porch has storm windows; 110000 btu furnace was installed in 2014; approx.. 65 apple trees.              
        N2776 Sleeping Bear Dr      ,Munising,MI, 49862 ,Alger ,Sleeping Bear Dr,Single-Family Home,$145000,2,1,2000,1.00,1100,,83,146,Peaceful setting on a small quiet lake in the Hiawatha National Forest. Log sided 2 bedroom Chalet on Aleck Lake. Open living & kitchen area with big windows facing the lake large back entry with storage combined bath & laundry room metal roof spacious 1 acre lot with 125 feet of frontage. Enjoy the views of the lake from the 27 x 13 covered porch. Move right in comes completely furnished. Propane FA heat. Dock. 30x54 pole building with 15x30 heated workshop plus a 15x30 lean-to. Can be enjoyed year round close to several snowmobile/atv trails lakes and USA land.              
        E8864 W Shore Dr      ,Munising,MI, 49862 ,Alger ,W Shore Dr,Single-Family Home,$630000,4,1.5,1970,8.14,1922,,244,304,Take a drive down West Shore Drive just outside Munising City Limits to one of the most beautiful Lake Superior sites in the area!! Park your boat at the L-shaped dock and enjoy the privacy 8+ acre site provides. Property consists of two lots with over 330' shoreline nicely wooded and with blacktop winding driveway to this enchanting 1970's 4 bedroom 2 bath completely furnished home that was remodeled in 2016. Some features include a gorgeous view from every room sunken living room fireplace bay windows spacious rooms attached garage deck overlooking Lake Superior's famous Grand Island. Included in this package is a 16'x20 barn styled furnished guest house bungalow - featuring a kitchenette open living-dining area one bedroom one bath!!! Property currently used as vacation rental.              
        E7799 W State Highway M28      ,Munising,MI, 49862 ,Alger ,W State Highway M28,Single-Family Home,$289000,4,2,1955,0.34,1566,,106,16,Have your own business and be able to live right next door! This home features 4 bedrooms and 2 full baths with many updates including new roof new carpet and recently remodeled bathrooms. The shop is 5148 sf has a service area as well as a showroom/office in the front. The possibilities are endless! There is also a 60' x 40' pole building with a cement floor 3 large bay doors and a hoist. Excellent location right on M-28 between Munising and Marquette with a 150 feet of road frontage.              
        825 W Superior St      ,Munising,MI, 49862 ,Alger ,W Superior St,Single-Family Home,$117000,3,3,1960,8712,1808,,424,265,Great family home on large corner lot with view of Lake Superior features 3 bedrooms and 3 baths. spacious kitchen with lots of cupboards and counter space. Den area has wood fireplace and hardwood floors small office area and large living room. Attached 2 car garage with access to the partial basement from inside or the garage.              
        920 W Superior St      ,Munising,MI, 49862 ,Alger ,W Superior St,Single-Family Home,$49000,3,1,1930,4356,1133,,217,542,3BR in town home conveniently located to schools & shopping. Hardwood floors full basement and a large yard with 1 car garage accessed off the alley. Needs work but affordable.              
        1420 Washington St      ,Munising,MI, 49862 ,Alger ,Washington St,Single-Family Home,$424900,3,3,1951,0.68,1912,,92,208,Lake Superior home with 100 feet of sandy frontage and a gorgeous views of Munising Bay!! The home features 3 bedrooms 2.5 baths 2 car attached garage and a full basement. The updated kitchen features beautiful granite counter-tops and an island with an extra prep sink and butcher block top. A 5x10 pantry full of shelves will be sure to meet all of your kitchen storage needs. The breakfast nook surrounds you in windows bringing the view in. A great place to drink your coffee or curl up with a book. The oak hardwood floors run throughout most of the home and will bring you to the living area with natural a gas fireplace and a wall of windows lakeside. The horseshoe shape of the home lends to a very private deck off of the living room and breakfast nook which great for family cook-outs or basking in the UP days. All of the bedrooms are on one side of the home. The master suite is across from the laundry room for easy access. It also features a beautiful double sink bathroom with a stand-up shower and soaking tub as well as a huge walk-in closet. The other two rooms view the lake and have a full bathroom next to them making it easy for family visiting and or guests. This is a very well-maintained home with high-quality newer windows a brand new roof as of 2014 and beautifully landscaped yard including a vegetable garden area. The lake frontage has a walkway to it with a sandy spot as well as a break wall created by the Army Corp of Engineers that will be sure to protect your frontage from Mother Superior. The frontage is a great opportunity to store your boat or jet skis. This is your opportunity to be located near Munising Pictured Rocks Sand Point Beach Munising Falls AND on Lake Superior. What are you waiting for?!?              
